attendancePercentage,quizAverage,assignmentAverage,internalMarks,riskLevel
70,78,75,21,MEDIUM
80,85,85,25,LOW
72,68,80,20,MEDIUM
45,44,51,14,HIGH
93,90,76,25,LOW
45,51,49,14,HIGH
87,82,81,28,LOW
85,82,95,27,LOW
47,48,52,15,HIGH
78,64,69,19,MEDIUM
76,77,71,21,MEDIUM
84,74,87,24,MEDIUM
82,84,82,23,MEDIUM
76,84,85,24,MEDIUM
55,58,58,21,HIGH
80,78,78,25,MEDIUM
91,82,85,27,LOW
74,64,73,20,MEDIUM
57,66,56,16,HIGH
87,93,93,28,LOW
83,69,74,16,MEDIUM
87,89,88,26,LOW
84,86,84,26,LOW
87,86,85,26,LOW
65,74,77,22,MEDIUM
79,68,63,18,MEDIUM
85,89,88,27,LOW
92,90,78,29,LOW
84,70,74,23,MEDIUM
86,82,77,24,MEDIUM
41,43,49,14,HIGH
51,42,59,14,HIGH
79,80,77,25,MEDIUM
92,92,98,30,LOW
63,69,66,20,MEDIUM
89,93,92,27,LOW
96,88,98,28,LOW
72,71,58,22,MEDIUM
52,44,61,18,HIGH
76,72,74,23,MEDIUM
92,99,82,28,LOW
90,90,94,26,LOW
88,97,91,28,LOW
76,70,68,20,MEDIUM
97,85,100,27,LOW
91,99,97,27,LOW
93,100,90,29,LOW
70,70,77,21,MEDIUM
90,82,86,29,LOW
66,59,70,20,MEDIUM
89,85,94,27,LOW
55,51,49,16,HIGH
76,92,80,24,MEDIUM
80,64,67,22,MEDIUM
75,67,70,21,MEDIUM
86,97,94,28,LOW
83,91,91,25,LOW
85,80,87,26,LOW
98,88,90,26,LOW
91,100,88,30,LOW
98,95,100,29,LOW
46,54,53,15,HIGH
59,54,56,16,HIGH
90,91,96,27,LOW
87,91,93,28,LOW
92,90,97,30,LOW
45,52,53,13,HIGH
89,89,95,28,LOW
97,97,99,28,LOW
90,94,82,25,LOW
77,69,69,20,MEDIUM
49,50,55,13,HIGH
53,54,54,16,HIGH
56,60,52,17,HIGH
67,61,59,19,MEDIUM
56,67,59,17,HIGH
96,92,100,29,LOW
87,92,86,25,LOW
76,68,69,21,MEDIUM
91,90,87,27,LOW
77,68,79,22,MEDIUM
77,70,76,17,MEDIUM
75,76,77,24,MEDIUM
94,89,95,28,LOW
91,93,88,29,LOW
76,63,72,22,MEDIUM
79,71,84,24,MEDIUM
59,68,59,18,HIGH
41,50,46,14,HIGH
74,59,74,22,MEDIUM
65,73,66,21,MEDIUM
49,45,50,16,HIGH
72,74,81,22,MEDIUM
74,80,85,22,MEDIUM
83,75,69,18,MEDIUM
88,64,60,18,MEDIUM
96,89,98,29,LOW
62,57,52,19,HIGH
100,90,97,29,LOW
98,100,98,30,LOW
76,67,71,19,MEDIUM
56,60,60,18,HIGH
77,75,80,25,MEDIUM
83,78,63,17,MEDIUM
75,71,76,23,MEDIUM
93,94,100,28,LOW
80,72,71,24,MEDIUM
40,44,44,11,HIGH
87,86,85,25,LOW
99,100,98,30,LOW
50,56,59,17,HIGH
61,68,69,20,MEDIUM
64,68,70,19,MEDIUM
94,93,100,27,LOW
79,81,78,24,MEDIUM
81,63,73,18,MEDIUM
100,99,98,27,LOW
95,85,96,29,LOW
79,66,64,21,MEDIUM
85,87,78,26,LOW
82,91,88,28,LOW
91,91,100,26,LOW
95,100,93,28,LOW
73,79,87,22,MEDIUM
49,45,42,14,HIGH
73,67,81,22,MEDIUM
77,74,73,22,MEDIUM
94,88,80,27,LOW
49,55,54,16,HIGH
93,97,92,27,LOW
86,85,87,27,LOW
79,80,76,22,MEDIUM
81,80,80,25,MEDIUM
64,63,70,23,MEDIUM
88,85,89,28,LOW
49,40,51,15,HIGH
84,93,90,29,LOW
96,92,91,27,LOW
53,52,49,15,HIGH
61,86,91,26,MEDIUM
89,89,87,26,LOW
77,81,83,22,MEDIUM
67,75,74,21,MEDIUM
79,76,77,23,MEDIUM
93,84,87,27,LOW
63,55,56,16,HIGH
73,77,73,22,MEDIUM
76,79,75,23,MEDIUM
77,79,89,24,MEDIUM
78,69,61,20,MEDIUM
90,85,83,27,LOW
67,73,66,23,MEDIUM
67,80,83,22,MEDIUM
96,100,100,29,LOW
93,90,91,29,LOW
94,94,93,28,LOW
56,44,51,14,HIGH
71,81,76,21,MEDIUM
93,100,100,29,LOW
79,79,95,22,MEDIUM
94,100,94,29,LOW
44,47,52,15,HIGH
95,91,85,25,LOW
50,46,51,13,HIGH
87,82,82,28,LOW
87,96,84,27,LOW
81,81,87,25,LOW
72,74,76,20,MEDIUM
46,61,51,14,HIGH
92,97,89,27,LOW
53,50,44,15,HIGH
92,83,92,28,LOW
100,98,94,29,LOW
87,71,65,20,MEDIUM
42,48,45,13,HIGH
82,68,70,17,MEDIUM
100,100,100,30,LOW
80,73,76,22,MEDIUM
92,86,96,29,LOW
88,88,86,27,LOW
88,81,82,24,LOW
74,62,80,22,MEDIUM
88,83,92,28,LOW
80,71,84,25,MEDIUM
96,100,100,30,LOW
98,93,100,26,LOW
95,93,100,29,LOW
52,55,59,16,HIGH
90,93,95,27,LOW
79,70,74,23,MEDIUM
42,45,41,12,HIGH
88,93,91,27,LOW
90,93,99,27,LOW
68,62,66,20,MEDIUM
100,100,100,30,LOW
49,47,49,17,HIGH
89,93,86,28,LOW
72,76,78,23,MEDIUM
80,74,69,21,MEDIUM
77,67,69,20,MEDIUM
56,61,52,16,HIGH
79,72,67,22,MEDIUM
72,66,70,22,MEDIUM
75,89,82,25,MEDIUM
63,67,59,21,MEDIUM
83,78,78,24,MEDIUM
79,87,89,27,LOW
77,71,66,20,MEDIUM
66,58,75,20,MEDIUM
94,91,100,26,LOW
79,75,75,24,MEDIUM
82,80,86,26,LOW
40,52,50,14,HIGH
90,94,95,29,LOW
80,72,87,23,MEDIUM
55,50,46,15,HIGH
53,67,60,17,HIGH
84,88,80,26,LOW
76,61,75,22,MEDIUM
85,90,93,26,LOW
87,85,86,26,LOW
53,53,49,14,HIGH
91,87,96,29,LOW
85,71,71,24,MEDIUM
79,71,66,20,MEDIUM
98,92,92,28,LOW
87,83,91,27,LOW
65,76,72,21,MEDIUM
80,86,87,23,MEDIUM
74,78,65,22,MEDIUM
82,68,71,20,MEDIUM
82,77,68,24,MEDIUM
48,50,55,16,HIGH
70,71,73,21,MEDIUM
79,61,67,20,MEDIUM
82,97,83,26,LOW
83,83,81,25,LOW
69,72,62,22,MEDIUM
90,90,92,27,LOW
78,79,86,25,MEDIUM
64,66,65,19,MEDIUM
94,93,100,28,LOW
83,96,93,27,LOW
80,83,79,24,MEDIUM
87,92,89,29,LOW
82,89,86,26,LOW
89,86,88,26,LOW
100,91,87,25,LOW
71,74,82,21,MEDIUM
74,73,71,22,MEDIUM
44,42,44,10,HIGH
44,43,47,16,HIGH
91,80,75,25,LOW
41,48,43,15,HIGH
74,67,81,20,MEDIUM
97,89,94,30,LOW
80,67,66,18,MEDIUM
88,92,94,28,LOW
46,34,47,14,HIGH
100,98,100,30,LOW
97,93,95,28,LOW
79,77,68,18,MEDIUM
89,89,92,26,LOW
93,96,88,27,LOW
90,93,97,29,LOW
98,100,82,30,LOW
69,71,76,21,MEDIUM
97,98,100,29,LOW
94,85,90,24,LOW
87,95,98,25,LOW
80,71,71,20,MEDIUM
88,86,91,26,LOW
77,64,88,23,MEDIUM
100,100,92,29,LOW
87,80,93,25,LOW
80,69,70,18,MEDIUM
65,69,78,21,MEDIUM
74,77,84,22,MEDIUM
91,94,92,26,LOW
92,98,95,29,LOW
80,77,85,21,MEDIUM
44,42,46,15,HIGH
90,97,96,26,LOW
79,92,85,25,LOW
97,96,100,30,LOW
75,70,60,20,MEDIUM
40,36,28,11,HIGH
84,90,86,26,LOW
87,94,93,26,LOW
90,85,93,26,LOW
92,81,99,26,LOW
88,100,82,27,LOW
98,49,45,15,MEDIUM
42,48,48,15,HIGH
86,91,86,26,LOW
84,80,84,26,LOW
92,91,98,29,LOW
95,89,93,30,LOW
71,72,80,21,MEDIUM
66,66,61,19,MEDIUM
78,77,87,24,MEDIUM
75,62,76,22,MEDIUM
90,94,97,27,LOW
90,81,84,26,LOW
53,54,59,16,HIGH
86,91,82,25,LOW
91,89,88,28,LOW
52,53,55,14,HIGH
82,73,61,19,MEDIUM
63,60,57,16,HIGH
40,49,44,14,HIGH
81,71,76,23,MEDIUM
85,70,70,21,MEDIUM
74,78,87,26,MEDIUM
94,94,84,30,LOW
82,81,86,25,LOW
90,88,97,28,LOW
66,65,70,19,MEDIUM
40,49,39,14,HIGH
56,68,55,17,HIGH
72,80,80,23,MEDIUM
90,87,96,27,LOW
90,88,98,27,LOW
96,100,95,30,LOW
74,84,80,25,MEDIUM
88,93,83,28,LOW
93,95,87,27,LOW
80,82,80,26,LOW
73,72,70,22,MEDIUM
84,93,89,27,LOW
82,97,90,26,LOW
89,89,86,27,LOW
92,95,84,29,LOW
84,90,85,26,LOW
87,87,87,27,LOW
66,60,64,19,MEDIUM
86,94,78,26,LOW
74,66,69,22,MEDIUM
96,93,95,30,LOW
94,93,85,28,LOW
74,70,77,20,MEDIUM
89,80,90,27,LOW
94,91,92,29,LOW
94,89,84,26,LOW
61,88,84,28,MEDIUM
99,100,95,28,LOW
83,87,92,26,LOW
53,52,58,20,HIGH
71,68,70,23,MEDIUM
92,49,54,15,MEDIUM
93,85,90,27,LOW
63,73,68,19,MEDIUM
90,87,94,28,LOW
41,38,35,11,HIGH
86,88,82,26,LOW
78,73,60,24,MEDIUM
94,95,94,28,LOW
88,78,80,26,LOW
56,47,43,15,HIGH
70,79,79,19,MEDIUM
86,73,66,20,MEDIUM
77,76,85,22,MEDIUM
77,69,72,21,MEDIUM
75,75,77,22,MEDIUM
74,80,65,21,MEDIUM
70,79,81,21,MEDIUM
83,65,65,18,MEDIUM
66,65,60,23,MEDIUM
78,79,80,25,MEDIUM
68,76,68,20,MEDIUM
90,86,84,26,LOW
69,73,75,22,MEDIUM
68,67,62,19,MEDIUM
76,89,92,26,LOW
66,63,73,19,MEDIUM
48,44,53,16,HIGH
84,88,92,26,LOW
67,75,80,23,MEDIUM
44,50,47,13,HIGH
88,83,78,25,LOW
78,84,83,24,MEDIUM
79,80,73,22,MEDIUM
88,92,89,25,LOW
89,94,91,25,LOW
83,80,77,23,MEDIUM
87,95,90,30,LOW
93,45,45,15,HIGH
94,95,89,26,LOW
80,82,72,21,MEDIUM
75,88,81,25,MEDIUM
91,98,92,28,LOW
92,88,97,30,LOW
88,99,89,28,LOW
53,51,49,16,HIGH
80,84,82,23,MEDIUM
77,74,65,22,MEDIUM
100,93,98,28,LOW
71,67,73,22,MEDIUM
57,53,66,17,HIGH
85,95,80,27,LOW
52,64,52,16,HIGH
93,93,90,27,LOW
95,89,96,29,LOW
84,86,92,27,LOW
70,74,82,24,MEDIUM
84,94,93,28,LOW
92,86,87,24,LOW
89,89,95,28,LOW
69,70,68,20,MEDIUM
73,81,90,25,MEDIUM
87,88,87,28,LOW
71,68,67,21,MEDIUM
71,76,77,21,MEDIUM
43,43,36,12,HIGH
58,58,58,17,HIGH
61,51,52,16,HIGH
96,86,82,27,LOW
44,44,37,14,HIGH
83,76,72,22,MEDIUM
69,74,69,23,MEDIUM
54,53,54,18,HIGH
65,47,45,16,HIGH
77,63,63,19,MEDIUM
70,69,74,19,MEDIUM
86,85,85,24,LOW
51,52,45,16,HIGH
90,87,97,25,LOW
97,95,84,29,LOW
53,54,55,17,HIGH
87,92,90,25,LOW
79,72,78,23,MEDIUM
48,61,46,15,HIGH
93,54,55,16,MEDIUM
40,36,41,12,HIGH
100,97,100,30,LOW
96,45,38,16,HIGH
79,85,80,25,MEDIUM
78,79,84,27,LOW
86,70,77,23,MEDIUM
93,100,100,29,LOW
77,70,76,20,MEDIUM
58,60,48,16,HIGH
81,82,83,25,LOW
73,80,75,24,MEDIUM
84,84,83,28,LOW
84,100,94,28,LOW
68,66,80,24,MEDIUM
88,92,90,27,LOW
100,100,100,30,LOW
99,95,85,29,LOW
77,90,91,24,LOW
49,39,36,15,HIGH
84,90,84,26,LOW
69,60,59,18,MEDIUM
60,63,56,18,HIGH
93,95,81,28,LOW
72,82,70,23,MEDIUM
54,64,56,17,HIGH
95,93,100,30,LOW
84,74,82,24,MEDIUM
82,72,71,22,MEDIUM
88,82,81,25,LOW
66,69,63,20,MEDIUM
92,75,89,26,LOW
60,64,68,19,MEDIUM
56,69,67,18,MEDIUM
100,92,100,28,LOW
92,92,90,28,LOW
88,88,94,28,LOW
91,91,86,28,LOW
96,93,93,29,LOW
85,89,96,26,LOW
70,65,72,20,MEDIUM
47,47,55,14,HIGH
66,68,69,22,MEDIUM
72,70,68,22,MEDIUM
92,91,94,27,LOW
95,98,97,29,LOW
71,73,63,19,MEDIUM
63,76,68,20,MEDIUM
61,69,70,21,MEDIUM
63,58,73,20,MEDIUM
73,70,74,19,MEDIUM
78,80,79,24,MEDIUM
97,91,94,29,LOW
40,44,41,10,HIGH
74,74,86,22,MEDIUM
88,88,84,26,LOW
85,79,86,26,LOW
78,74,67,21,MEDIUM
65,69,61,21,MEDIUM
80,67,66,20,MEDIUM
86,83,87,26,LOW
70,74,74,22,MEDIUM
84,64,66,20,MEDIUM
60,59,64,16,HIGH
88,88,89,24,LOW
84,79,89,24,LOW
89,98,87,28,LOW
78,72,80,24,MEDIUM
89,98,98,27,LOW
78,84,78,25,MEDIUM
80,74,68,20,MEDIUM
51,49,49,15,HIGH
49,48,54,15,HIGH
70,80,75,24,MEDIUM
57,49,43,16,HIGH
100,93,96,29,LOW
64,63,66,21,MEDIUM
78,73,79,24,MEDIUM
45,43,33,11,HIGH
71,67,70,20,MEDIUM
82,68,66,23,MEDIUM
84,89,82,27,LOW
86,98,96,26,LOW
85,82,99,27,LOW
89,90,89,26,LOW
46,47,45,13,HIGH
80,74,72,18,MEDIUM
73,76,79,23,MEDIUM
87,87,85,26,LOW
86,81,97,27,LOW
74,81,83,25,MEDIUM
90,91,91,28,LOW
89,86,93,27,LOW
66,61,72,20,MEDIUM
85,83,79,26,LOW
97,97,100,29,LOW
93,85,92,26,LOW
43,44,48,15,HIGH
80,68,67,19,MEDIUM
83,77,81,24,MEDIUM
48,47,47,14,HIGH
100,89,99,28,LOW
79,78,64,24,MEDIUM
66,70,65,17,MEDIUM
70,71,74,21,MEDIUM
68,61,66,21,MEDIUM
76,71,76,23,MEDIUM
92,97,98,27,LOW
77,79,80,23,MEDIUM
76,65,76,20,MEDIUM
58,91,90,26,MEDIUM
73,73,77,23,MEDIUM
88,100,82,28,LOW
71,74,67,23,MEDIUM
67,69,80,23,MEDIUM
83,85,85,26,LOW
85,86,79,25,LOW
43,51,50,13,HIGH
65,65,76,19,MEDIUM
79,84,82,25,MEDIUM
100,97,96,28,LOW
91,89,97,26,LOW
81,70,74,19,MEDIUM
69,60,63,21,MEDIUM
85,100,93,29,LOW
48,48,44,15,HIGH
70,74,74,20,MEDIUM
81,87,77,22,MEDIUM
45,51,50,14,HIGH
40,42,38,12,HIGH
76,69,66,19,MEDIUM
76,71,69,23,MEDIUM
53,54,64,17,HIGH
97,97,84,28,LOW
88,87,84,26,LOW
80,87,80,23,MEDIUM
95,97,95,27,LOW
40,54,52,14,HIGH
90,92,98,27,LOW
89,92,84,25,LOW
85,80,85,26,LOW
88,78,89,25,LOW
70,75,72,21,MEDIUM
81,74,76,22,MEDIUM
89,92,94,27,LOW
97,89,85,27,LOW
63,64,74,20,MEDIUM
45,45,49,13,HIGH
73,68,75,22,MEDIUM
98,87,96,30,LOW
84,82,71,24,MEDIUM
88,87,93,29,LOW
72,65,71,22,MEDIUM
73,74,75,22,MEDIUM
48,50,53,15,HIGH
91,89,86,26,LOW
66,72,57,19,MEDIUM
45,48,47,15,HIGH
76,77,81,24,MEDIUM
84,65,70,20,MEDIUM
95,92,87,27,LOW
77,72,70,19,MEDIUM
58,56,55,16,HIGH
80,85,83,25,LOW
90,85,93,28,LOW
90,89,92,29,LOW
56,57,55,15,HIGH
40,38,43,12,HIGH
78,68,77,21,MEDIUM
82,75,79,24,MEDIUM
88,100,90,28,LOW
67,69,64,19,MEDIUM
82,87,88,27,LOW
94,98,100,29,LOW
75,67,65,20,MEDIUM
51,52,44,13,HIGH
90,88,90,28,LOW
54,56,55,17,HIGH
65,82,74,23,MEDIUM
99,99,87,29,LOW
40,35,43,11,HIGH
73,80,66,22,MEDIUM
84,95,78,28,LOW
89,90,93,28,LOW
95,100,93,28,LOW
69,74,68,21,MEDIUM
69,74,73,20,MEDIUM
40,44,43,15,HIGH
69,64,64,20,MEDIUM
70,70,83,23,MEDIUM
48,52,49,16,HIGH
73,82,80,23,MEDIUM
41,46,50,10,HIGH
73,79,67,21,MEDIUM
79,85,81,22,MEDIUM
85,81,81,24,MEDIUM
94,89,92,27,LOW
95,100,92,30,LOW
48,58,53,16,HIGH
80,93,92,26,LOW
93,96,92,28,LOW
97,86,94,26,LOW
47,39,58,14,HIGH
100,100,100,30,LOW
72,80,71,21,MEDIUM
86,82,91,25,LOW
66,65,73,21,MEDIUM
80,63,71,21,MEDIUM
52,53,52,15,HIGH
83,97,91,27,LOW
89,92,100,28,LOW
96,89,89,30,LOW
83,80,85,26,LOW
60,54,76,17,HIGH
77,90,88,24,LOW
80,76,79,23,MEDIUM
76,88,85,23,MEDIUM
89,83,85,24,LOW
58,44,70,20,HIGH
93,88,88,27,LOW
67,61,68,20,MEDIUM
45,54,51,16,HIGH
93,93,85,26,LOW
43,42,44,13,HIGH
91,92,81,25,LOW
81,78,77,24,MEDIUM
86,90,85,27,LOW
85,92,94,27,LOW
94,94,92,27,LOW
68,87,77,20,MEDIUM
88,79,88,26,LOW
97,94,100,30,LOW
76,66,70,19,MEDIUM
72,75,72,21,MEDIUM
100,97,97,28,LOW
51,44,50,14,HIGH
90,84,81,26,LOW
40,41,33,11,HIGH
74,74,74,23,MEDIUM
80,98,95,27,LOW
78,71,80,23,MEDIUM
68,73,65,21,MEDIUM
92,83,86,28,LOW
91,94,95,27,LOW
69,65,63,21,MEDIUM
41,49,46,14,HIGH
54,51,45,18,HIGH
93,91,95,27,LOW
90,84,95,24,LOW
95,100,100,30,LOW
70,76,67,22,MEDIUM
91,88,86,28,LOW
98,99,98,28,LOW
40,31,53,14,HIGH
75,70,69,20,MEDIUM
82,71,70,24,MEDIUM
83,64,70,19,MEDIUM
98,87,93,27,LOW
87,93,96,27,LOW
73,74,70,24,MEDIUM
74,72,66,19,MEDIUM
42,44,43,15,HIGH
47,46,40,14,HIGH
90,90,100,27,LOW
61,74,67,21,MEDIUM
90,93,95,27,LOW
98,90,91,27,LOW
75,83,79,23,MEDIUM
67,63,80,20,MEDIUM
67,61,72,18,MEDIUM
72,72,69,21,MEDIUM
74,82,89,23,MEDIUM
65,70,70,17,MEDIUM
79,66,70,23,MEDIUM
71,65,74,17,MEDIUM
44,50,51,15,HIGH
100,97,93,30,LOW
89,98,100,29,LOW
82,88,86,26,LOW
76,83,80,22,MEDIUM
52,61,49,17,HIGH
91,89,94,27,LOW
71,70,77,24,MEDIUM
70,71,76,21,MEDIUM
84,99,89,26,LOW
97,90,93,26,LOW
41,54,49,13,HIGH
46,45,56,14,HIGH
86,97,88,24,LOW
85,86,82,25,LOW
47,38,42,13,HIGH
76,69,72,24,MEDIUM
95,91,92,27,LOW
97,85,85,28,LOW
100,84,88,28,LOW
100,88,89,30,LOW
100,100,100,30,LOW
92,92,96,28,LOW
79,86,88,26,LOW
88,93,90,25,LOW
53,64,61,17,HIGH
91,91,94,27,LOW
76,73,74,22,MEDIUM
89,87,93,26,LOW
79,76,78,22,MEDIUM
81,75,92,24,MEDIUM
64,67,77,21,MEDIUM
84,85,91,27,LOW
99,91,99,26,LOW
84,67,71,20,MEDIUM
68,75,72,22,MEDIUM
84,82,88,26,LOW
77,77,70,21,MEDIUM
47,47,38,13,HIGH
73,61,78,22,MEDIUM
43,43,41,14,HIGH
87,91,93,29,LOW
84,86,89,26,LOW
80,65,75,17,MEDIUM
92,89,92,27,LOW
68,76,68,22,MEDIUM
64,65,78,21,MEDIUM
63,72,62,20,MEDIUM
93,89,89,28,LOW
82,77,85,23,MEDIUM
71,74,77,23,MEDIUM
80,70,73,17,MEDIUM
95,94,99,28,LOW
69,57,65,21,MEDIUM
46,51,41,14,HIGH
86,89,92,26,LOW
95,95,91,27,LOW
79,85,90,23,MEDIUM
100,90,89,27,LOW
68,71,69,21,MEDIUM
54,63,47,17,HIGH
88,84,78,26,LOW
80,71,56,21,MEDIUM
96,45,49,14,HIGH
45,45,53,15,HIGH
73,70,65,24,MEDIUM
87,90,88,28,LOW
89,95,79,27,LOW
81,83,87,27,LOW
52,56,53,17,HIGH
97,98,98,29,LOW
46,45,49,14,HIGH
67,58,68,20,MEDIUM
76,66,75,20,MEDIUM
86,99,90,27,LOW
72,68,63,21,MEDIUM
70,68,65,19,MEDIUM
48,45,58,17,HIGH
76,73,62,20,MEDIUM
90,85,87,25,LOW
85,99,92,26,LOW
88,97,96,27,LOW
91,98,95,26,LOW
59,60,64,21,MEDIUM
71,64,57,20,MEDIUM
69,75,73,22,MEDIUM
78,85,77,24,MEDIUM
41,38,40,15,HIGH
41,55,41,13,HIGH
46,47,34,13,HIGH
81,90,87,28,LOW
89,92,87,27,LOW
62,61,77,21,MEDIUM
73,69,71,22,MEDIUM
85,96,87,28,LOW
82,84,79,26,LOW
60,52,59,16,HIGH
51,58,46,16,HIGH
86,91,100,30,LOW
88,93,94,27,LOW
85,91,98,26,LOW
50,48,56,15,HIGH
80,76,67,21,MEDIUM
50,43,54,14,HIGH
57,61,61,16,HIGH
76,81,74,21,MEDIUM
79,70,72,23,MEDIUM
87,96,87,27,LOW
59,55,60,20,HIGH
71,73,75,24,MEDIUM
92,88,92,27,LOW
95,46,52,14,MEDIUM
47,44,40,15,HIGH
66,66,73,21,MEDIUM
84,93,100,25,LOW
96,87,94,27,LOW
89,86,94,25,LOW
77,79,70,19,MEDIUM
83,88,96,28,LOW
76,71,76,17,MEDIUM
62,79,68,22,MEDIUM
81,89,81,27,LOW
72,61,69,22,MEDIUM
70,77,80,22,MEDIUM
92,97,85,27,LOW
62,67,61,22,MEDIUM
71,79,71,23,MEDIUM
72,74,72,22,MEDIUM
85,89,83,27,LOW
48,49,57,14,HIGH
92,83,91,25,LOW
89,95,100,29,LOW
88,90,90,28,LOW
74,72,70,20,MEDIUM
76,76,74,24,MEDIUM
53,59,60,16,HIGH
91,85,90,27,LOW
72,71,72,23,MEDIUM
59,87,85,27,MEDIUM
91,97,91,29,LOW
90,93,88,27,LOW
83,91,91,27,LOW
54,50,47,14,HIGH
80,73,80,21,MEDIUM
77,71,74,18,MEDIUM
51,49,45,16,HIGH
95,87,91,27,LOW
59,66,62,21,MEDIUM
71,80,82,21,MEDIUM
70,81,85,25,MEDIUM
68,60,79,18,MEDIUM
76,81,86,26,LOW
80,67,75,22,MEDIUM
88,98,87,28,LOW
85,77,82,24,MEDIUM
100,100,95,30,LOW
97,46,48,14,HIGH
81,77,81,23,MEDIUM
64,70,63,21,MEDIUM
77,83,78,23,MEDIUM
70,90,73,25,MEDIUM
63,49,58,17,HIGH
70,77,83,24,MEDIUM
98,94,100,28,LOW
73,63,62,21,MEDIUM
92,92,97,27,LOW
93,91,97,29,LOW
86,85,88,27,LOW
68,71,75,21,MEDIUM
62,69,58,17,HIGH
90,92,87,28,LOW
87,70,71,21,MEDIUM
69,73,82,22,MEDIUM
77,86,87,24,MEDIUM
82,85,88,23,LOW
74,77,77,22,MEDIUM
84,87,74,23,MEDIUM
89,84,97,27,LOW
92,94,84,30,LOW
79,71,67,21,MEDIUM
70,82,75,22,MEDIUM
87,89,90,27,LOW
77,67,74,20,MEDIUM
53,47,56,15,HIGH
73,77,77,21,MEDIUM
48,57,46,14,HIGH
91,81,90,24,LOW
90,94,100,28,LOW
58,64,57,13,HIGH
63,74,58,20,MEDIUM
90,84,89,27,LOW
74,79,77,24,MEDIUM
55,62,58,17,HIGH
95,93,92,27,LOW
52,57,42,14,HIGH
85,83,86,24,LOW
47,49,47,14,HIGH
99,92,100,28,LOW
89,94,100,26,LOW
79,71,91,25,MEDIUM
71,72,84,22,MEDIUM
100,99,100,27,LOW
82,80,92,23,LOW
85,84,95,24,LOW
85,68,75,21,MEDIUM
74,81,88,23,MEDIUM
60,89,88,30,LOW
97,96,99,28,LOW
89,92,86,28,LOW
92,91,96,26,LOW
70,72,73,21,MEDIUM
56,48,51,16,HIGH
73,75,73,19,MEDIUM
70,77,73,19,MEDIUM
85,66,63,18,MEDIUM
95,95,100,28,LOW
49,54,63,16,HIGH
42,44,46,13,HIGH
78,86,89,27,LOW
85,69,67,20,MEDIUM
67,72,77,20,MEDIUM
43,43,36,10,HIGH
78,74,80,21,MEDIUM
92,97,100,30,LOW
48,58,48,16,HIGH
89,89,88,27,LOW
84,82,86,27,LOW
47,57,50,17,HIGH
67,61,70,19,MEDIUM
87,91,83,27,LOW
77,72,77,22,MEDIUM
88,92,88,27,LOW
80,92,82,25,LOW
52,60,53,18,HIGH
82,79,87,22,MEDIUM
67,74,70,21,MEDIUM
58,59,66,16,HIGH
68,56,65,19,MEDIUM
84,90,83,27,LOW
95,95,98,29,LOW
68,63,67,20,MEDIUM
85,91,99,27,LOW
100,87,88,27,LOW
78,68,78,23,MEDIUM
94,100,98,29,LOW
92,85,90,28,LOW
88,92,95,29,LOW
89,84,91,27,LOW
83,69,72,22,MEDIUM
94,89,92,27,LOW
75,72,73,23,MEDIUM
73,72,77,23,MEDIUM
90,92,94,29,LOW
50,49,54,15,HIGH
88,89,82,25,LOW
95,89,96,26,LOW
51,51,51,14,HIGH
70,76,72,22,MEDIUM
67,79,65,21,MEDIUM
98,91,94,28,LOW
92,94,93,29,LOW
91,100,100,29,LOW
46,50,50,13,HIGH
93,87,86,27,LOW
78,67,63,19,MEDIUM
68,68,68,22,MEDIUM
100,93,100,28,LOW
47,39,45,13,HIGH
73,72,77,23,MEDIUM
84,96,91,26,LOW
93,87,75,27,LOW
55,88,90,27,MEDIUM
88,97,87,28,LOW
88,87,93,29,LOW
58,53,57,16,HIGH
93,96,96,26,LOW
73,72,68,21,MEDIUM
69,69,61,20,MEDIUM
75,65,70,22,MEDIUM
55,57,59,16,HIGH
93,89,94,29,LOW
96,88,91,28,LOW
70,70,77,22,MEDIUM
94,95,84,29,LOW
78,68,66,20,MEDIUM
70,73,72,24,MEDIUM
69,87,80,22,MEDIUM
66,70,75,22,MEDIUM
75,73,69,15,MEDIUM
87,90,76,25,LOW
74,83,78,24,MEDIUM
69,68,79,24,MEDIUM
90,87,87,26,LOW
40,40,30,9,HIGH
47,64,68,17,HIGH
96,92,90,30,LOW
70,72,73,17,MEDIUM
63,64,75,20,MEDIUM
73,64,73,20,MEDIUM
66,68,67,21,MEDIUM
72,74,68,22,MEDIUM
79,76,77,23,MEDIUM
66,70,63,21,MEDIUM
83,87,97,26,LOW
76,68,67,22,MEDIUM
93,86,89,28,LOW
74,78,87,22,MEDIUM
86,93,91,27,LOW
69,77,57,20,MEDIUM
62,69,74,20,MEDIUM
88,86,89,27,LOW
97,98,95,30,LOW
40,51,46,14,HIGH
80,72,62,19,MEDIUM
56,53,65,15,HIGH
90,87,88,27,LOW
53,56,55,17,HIGH
96,95,82,26,LOW
93,87,87,27,LOW
84,91,89,25,LOW
63,66,67,20,MEDIUM
44,37,41,10,HIGH
88,87,87,25,LOW
50,51,54,16,HIGH
97,99,92,28,LOW
98,93,94,30,LOW
92,85,90,26,LOW
40,52,48,14,HIGH
78,75,82,24,MEDIUM
89,85,91,26,LOW
74,72,77,20,MEDIUM
73,77,75,21,MEDIUM
70,68,74,22,MEDIUM
42,42,50,12,HIGH
98,81,95,26,LOW
56,51,61,17,HIGH
89,85,91,25,LOW
